配置文件,配置类,配置项名称,字段,默认值,是否运行时加载,是否生效,读取模块,外部引用次数,是否旧版遗留,建议
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_SESSION_LIFECYCLE_PERSISTENCE_FILE,"""config/raid_enhancement_patch/raid_session_lifecycle.properties""",否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_BRIDGE_HUD_HOLD_TICKS,1200,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_FAILED_SPAWN_RETRY_DELAY_TICKS,20,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_FAILED_SPAWN_MAX_RETRIES,12,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_USE_COMMAND_SUMMON,false,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SUMMON_PERSISTENT_RAIDERS,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_JOIN_NATIVE_RAID,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_FINALIZE_SPAWN,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_EQUIP_FALLBACK_WEAPONS,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_COUNT_NATIVE_OMINOUS_BONUS_WAVE,true,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_ARM_AFTER_NATIVE_DONE_GRACE_TICKS,20,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_VILLAGER_PROTECTION_DURATION_TICKS,500,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_VILLAGER_PROTECTION_SOURCE,"""extra_wave_protection""",否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIALS_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_NORMAL_EXTRA_PER_RAID,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_HARD_WAVE_7_COUNT,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_HARD_WAVE_8_COUNT,3,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_HARD_WAVE_9_COUNT,4,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_HARD_WAVE_10_COUNT,6,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_HARD_WAVE_11_COUNT,8,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_BLIMP_CAP_WAVE_7_TO_8,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_BLIMP_CAP_WAVE_9_TO_11,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDS_ENHANCED_SPECIAL_BLIMP_NATIVE_INIT,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_LOCATOR_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_LOW_COUNT_THRESHOLD,5,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_LOW_COUNT_DURATION_TICKS,600,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_SPECIAL_DURATION_TICKS,36000,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_SCAN_RADIUS,128,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_GLOWING_LOW_COUNT_MESSAGE,"""残兵已被锁定""",否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_CLEAR_TIMER_ENABLED,false,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,ATTACK_PREVIEW_ENABLED,false,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAIDER_HIGHLIGHT_ENABLED,true,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.blockBreaking.enabled,GOLEM_OF_LAST_RESORT_BLOCK_BREAKING_ENABLED,false,是,有效,com/noah/raidenhancement/mixin/RaidsEnhancedGolemCanEntityGriefGateMixin.java；com/noah/raidenhancement/mixin/RaidsEnhancedGolemEntityDestroyBlockEventHookMixin.java；com/noah/raidenhancement/mixin/RaidsEnhancedGolemHurtTimerGuardMixin.java；com/noah/raidenhancement/mixin/RaidsEnhancedGolemLevelDestroyBlockHardGuardMixin.java；com/noah/raidenhancement/mixin/RaidsEnhancedGolemOfLastResortBlockBreakMixin.java；com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,6,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.blockBreaking.resetPendingTimerWhenBlocked,GOLEM_OF_LAST_RESORT_RESET_PENDING_BREAK_TIMER,true,是,有效,com/noah/raidenhancement/mixin/RaidsEnhancedGolemOfLastResortBlockBreakMixin.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.compat.debugLogs.enabled,DEBUG_LOGS_ENABLED,false,是,有效,com/noah/raidenhancement/mixin/RaidsEnhancedGolemOfLastResortBlockBreakMixin.java；com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,2,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.enabled,GOLEM_ROLLBACK_GUARD_ENABLED,true,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.windowTicks,GOLEM_ROLLBACK_WINDOW_TICKS,30,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.horizontalRadius,GOLEM_ROLLBACK_HORIZONTAL_RADIUS,3,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.downRadius,GOLEM_ROLLBACK_DOWN_RADIUS,1,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.upRadius,GOLEM_ROLLBACK_UP_RADIUS,3,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.rollbackGuard.maxBlocksPerSnapshot,GOLEM_ROLLBACK_MAX_BLOCKS_PER_SNAPSHOT,256,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.enabled,GOLEM_DROP_CLEANUP_ENABLED,true,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,2,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.windowTicks,GOLEM_DROP_CLEANUP_WINDOW_TICKS,60,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.radius,GOLEM_DROP_CLEANUP_RADIUS,2.5D,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.maxItemAgeTicks,GOLEM_DROP_CLEANUP_MAX_ITEM_AGE_TICKS,120,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.maxZones,GOLEM_DROP_CLEANUP_MAX_ZONES,512,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.maxItemsPerTick,GOLEM_DROP_CLEANUP_MAX_ITEMS_PER_TICK,256,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,2,否,保留
config/raid_enhancement_patch/raids_enhanced_compat.properties,RaidsEnhancedCompatConfig,raidsEnhanced.golemOfLastResort.dropCleanup.baselineExtraRadius,GOLEM_DROP_CLEANUP_BASELINE_EXTRA_RADIUS,2,是,有效,com/noah/raidenhancement/raid/GolemBlockRollbackGuard.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,（非文件配置/代码常量）,CONFIG_STAGE,"""0.8.9.8.0-victory-settlement-sweep-favor-alpha""",否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,enabled,ENABLED,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,3,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,showChatMessages,SHOW_CHAT_MESSAGES,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,2,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,settlementRadius,SETTLEMENT_RADIUS,128,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,3,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,giveRewardsToInventory,GIVE_REWARDS_TO_INVENTORY,true,是,有效,com/noah/raidenhancement/favor/FavorReward.java；com/noah/raidenhancement/raid/VictorySettlementController.java,2,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,dropRewardsIfInventoryFull,DROP_REWARDS_IF_INVENTORY_FULL,true,是,有效,com/noah/raidenhancement/favor/FavorReward.java；com/noah/raidenhancement/raid/VictorySettlementController.java,2,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,equalXpPerEligiblePlayer,EQUAL_XP_PER_ELIGIBLE_PLAYER,true,是,已读取但当前不生效,无外部读取,0,疑似旧版遗留/预留,候选废弃；本版仅标记，不删除；配置被读取，但结算代码没有分支读取该开关
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,victoryGrade.costly.minDefenseFailures,COSTLY_MIN_DEFENSE_FAILURES,2,是,有效,com/noah/raidenhancement/raid/VictoryTier.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,victoryGrade.costly.minTimeoutPenalties,COSTLY_MIN_TIMEOUT_PENALTIES,2,是,有效,com/noah/raidenhancement/raid/VictoryTier.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,victoryGrade.costly.minDamagedVillagerEvents,COSTLY_MIN_DAMAGED_VILLAGER_EVENTS,6,是,有效,com/noah/raidenhancement/raid/VictoryTier.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.enabled,BATTLEFIELD_SWEEP_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.radius,BATTLEFIELD_SWEEP_RADIUS,96,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.verticalRadius,BATTLEFIELD_SWEEP_VERTICAL_RADIUS,32,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.delayTicksAfterVictory,BATTLEFIELD_SWEEP_DELAY_TICKS,60,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.maxItemsPerSweep,BATTLEFIELD_SWEEP_MAX_ITEMS,512,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.maxItemsPerTick,BATTLEFIELD_SWEEP_MAX_ITEMS_PER_TICK,128,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.convertToEmeralds,BATTLEFIELD_SWEEP_CONVERT_TO_EMERALDS,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,battlefieldSweep.convertToXp,BATTLEFIELD_SWEEP_CONVERT_TO_XP,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.enabled,FAVOR_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.entryMessages,FAVOR_ENTRY_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.entryRadius,FAVOR_ENTRY_RADIUS,96,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.entryScanIntervalTicks,FAVOR_ENTRY_SCAN_INTERVAL_TICKS,100,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.entryMessageCooldownTicks,FAVOR_ENTRY_MESSAGE_COOLDOWN_TICKS,6000,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.points.costly,FAVOR_COSTLY_POINTS,10,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.points.victory,FAVOR_VICTORY_POINTS,20,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.points.perfect,FAVOR_PERFECT_POINTS,35,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.bonus.hard,FAVOR_HARD_BONUS,10,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.bonus.omen5,FAVOR_OMEN5_BONUS,15,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.bonus.extraWave,FAVOR_EXTRA_WAVE_BONUS,20,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/victory_settlement.properties,VictorySettlementConfig,favor.xpBonusEnabled,FAVOR_XP_BONUS_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VictorySettlementController.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,（非文件配置/代码常量）,CONFIG_STAGE,"""0.9.0.0-village-favor-v2-profession-gifts-alpha""",否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableVillageFavorSystem,ENABLED,true,是,有效,com/noah/raidenhancement/favor/VillageFavorSystem.java,3,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,favorVillageRadius,VILLAGE_RADIUS,96,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java；com/noah/raidenhancement/favor/VillageFavorSystem.java,3,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableGreeting,ENABLE_GREETING,true,是,有效,com/noah/raidenhancement/favor/FavorDisplay.java；com/noah/raidenhancement/favor/VillageFavorSystem.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,greetingCooldownTicks,GREETING_COOLDOWN_TICKS,24000,是,有效,com/noah/raidenhancement/favor/VillageFavorSystem.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableFavorGift,ENABLE_GIFT,true,是,有效,com/noah/raidenhancement/favor/FavorReward.java；com/noah/raidenhancement/favor/VillageFavorSystem.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,giftCooldownTicks,GIFT_COOLDOWN_TICKS,24000,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxGiftPerVillagePerPlayer,MAX_GIFT_PER_VILLAGE_PER_PLAYER,0,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableFavorParticles,ENABLE_PARTICLES,true,是,有效,com/noah/raidenhancement/favor/FavorDisplay.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableFavorSound,ENABLE_SOUND,true,是,有效,com/noah/raidenhancement/favor/FavorDisplay.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableDebugLog,ENABLE_DEBUG_LOG,false,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java；com/noah/raidenhancement/favor/VillageFavorSystem.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,migrateLegacyFavorFile,MIGRATE_LEGACY_FAVOR_FILE,true,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableProfessionGift,ENABLE_PROFESSION_GIFT,true,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableFavorLevel,ENABLE_FAVOR_LEVEL,true,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableVillagerCareerLevelScaling,ENABLE_VILLAGER_CAREER_LEVEL_SCALING,true,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,fallbackToGenericGiftPool,FALLBACK_TO_GENERIC_GIFT_POOL,true,是,有效,com/noah/raidenhancement/favor/GiftLootResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableMasterVillagerRareGift,ENABLE_MASTER_VILLAGER_RARE_GIFT,true,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,enableGiftDebugLog,ENABLE_GIFT_DEBUG_LOG,false,是,有效,com/noah/raidenhancement/favor/FavorReward.java；com/noah/raidenhancement/favor/VillageFavorSystem.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,allowMultipleVictoriesIncreaseFavor,ALLOW_MULTIPLE_VICTORIES_INCREASE_FAVOR,true,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxFavorLevel,MAX_FAVOR_LEVEL,5,是,有效,com/noah/raidenhancement/favor/FavorDisplay.java；com/noah/raidenhancement/favor/VillageFavorState.java,5,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxGiftTier,MAX_GIFT_TIER,5,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,giftClaimPeriodTicks,GIFT_CLAIM_PERIOD_TICKS,24000,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxGiftClaimsPerVillagePerDay,MAX_GIFT_CLAIMS_PER_VILLAGE_PER_DAY,1,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,2,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxEmeraldPerGift,MAX_EMERALD_PER_GIFT,8,是,有效,com/noah/raidenhancement/favor/FavorReward.java；com/noah/raidenhancement/favor/GiftTierResolver.java,3,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxEmeraldBonusByFavorLevel,MAX_EMERALD_BONUS_BY_FAVOR_LEVEL,4,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,maxEmeraldBonusByVillagerLevel,MAX_EMERALD_BONUS_BY_VILLAGER_LEVEL,4,是,有效,com/noah/raidenhancement/favor/GiftTierResolver.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,baseRaidWinScore,BASE_RAID_WIN_SCORE,1,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
config/raid_enhancement_patch/village_favor_system.properties,VillageFavorConfig,omenLevelScoreBonus,OMEN_LEVEL_SCORE_BONUS,1,是,有效,com/noah/raidenhancement/favor/VillageFavorState.java,1,否,保留
